TID	TRANSNAME
76588	ostta09g03210T0
76589	ostta09g03220T0
76590	ostta09g03225T0
76591	ostta09g03230T0
76592	ostta09g03235T0
76593	ostta09g03240T0
76594	ostta09g03250T0
76595	ostta09g03260T0
76596	ostta09g03270T0
76597	ostta09g03280T0
76598	ostta09g03290T0
76599	ostta09g03300T0
76600	ostta09g03310T0
76601	ostta09g03320T0
76602	ostta09g03330T0
76603	ostta09g03340T0
76604	ostta09g03350T0
76605	ostta09g03360T0
76606	ostta09g03370T0
76607	ostta09g03380T0
76608	ostta09g03390T0
76609	ostta09g03400T0
76610	ostta09g03410T0
76611	ostta09g03420T0
76612	ostta09g03430T0
76613	ostta09g03440T0
76614	ostta09g03450T0
76615	ostta09g03460T0
76616	ostta09g03465T0
76617	ostta09g03470T0
76618	ostta09g03480T0
76619	ostta09g03490T0
76620	ostta09g03500T0
76621	ostta09g03510T0
76622	ostta09g03520T0
76623	ostta09g03530T0
76624	ostta09g03540T0
76625	ostta09g03550T0
76626	ostta09g03555T0
76627	ostta09g03560T0
76628	ostta09g03570T0
76629	ostta09g03575T0
76630	ostta09g03580T0
76631	ostta09g03590T0
76632	ostta09g03600T0
76633	ostta09g03610T0
76634	ostta09g03620T0
76635	ostta09g03630T0
76636	ostta09g03640T0
76637	ostta09g03650T0
76638	ostta09g03660T0
76639	ostta09g03670T0
76640	ostta09g03680T0
76641	ostta09g03690T0
76642	ostta09g03700T0
76643	ostta09g03705T0
76644	ostta09g03710T0
76645	ostta09g03720T0
76646	ostta09g03730T0
76647	ostta09g03740T0
76648	ostta09g03750T0
76649	ostta09g03760T0
76650	ostta09g03765T0
76651	ostta09g03770T0
76652	ostta09g03780T0
76653	ostta09g03790T0
76654	ostta09g03800T0
76655	ostta09g03810T0
76656	ostta09g03820T0
76657	ostta09g03830T0
76658	ostta09g03840T0
76659	ostta09g03850T0
76660	ostta09g03860T0
76661	ostta09g03870T0
76662	ostta09g03880T0
76663	ostta09g03890T0
76664	ostta09g03900T0
76665	ostta09g03910T0
76666	ostta09g03920T0
76667	ostta09g03930T0
76668	ostta09g03940T0
76669	ostta09g03950T0
76670	ostta09g03960T0
76671	ostta09g03970T0
76672	ostta09g03980T0
76673	ostta09g03990T0
76674	ostta09g04000T0
76675	ostta09g04010T0
76676	ostta09g04020T0
76677	ostta09g04030T0
76678	ostta09g04040T0
76679	ostta09g04050T0
76680	ostta09g04060T0
76681	ostta09g04070T0
76682	ostta09g04080T0
76683	ostta09g04090T0
76684	ostta09g04100T0
76685	ostta09g04110T0
76686	ostta09g04120T0
76687	ostta09g04130T0
76688	ostta09g04140T0
76689	ostta09g04150T0
76690	ostta09g04160T0
76691	ostta09g04170T0
76692	ostta09g04180T0
76693	ostta09g04185T0
76694	ostta09g04190T0
76695	ostta09g04200T0
76696	ostta09g04210T0
76697	ostta09g04220T0
76698	ostta09g04230T0
76699	ostta09g04240T0
76700	ostta09g04250T0
76701	ostta09g04260T0
76702	ostta09g04270T0
76703	ostta09g04280T0
76704	ostta09g04290T0
76705	ostta09g04300T0
76706	ostta09g04310T0
76707	ostta09g04315T0
76708	ostta09g04320T0
76709	ostta09g04330T0
76710	ostta09g04340T0
76711	ostta09g04350T0
76712	ostta09g04360T0
76713	ostta09g04370T0
76714	ostta09g04380T0
76715	ostta09g04390T0
76716	ostta09g04400T0
76717	ostta09g04410T0
76718	ostta09g04420T0
76719	ostta09g04430T0
76720	ostta09g04440T0
76721	ostta09g04450T0
76722	ostta09g04460T0
76723	ostta09g04470T0
76724	ostta09g04480T0
76725	ostta09g04490T0
76726	ostta09g04500T0
76727	ostta09g04510T0
76728	ostta09g04520T0
76729	ostta09g04530T0
